title,price,location,bedrooms,bathrooms,listing_url,scraped_at
1 Bed Apartment with En Suite in Kilimani,"KSh 3,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4016347,2026-06-26T20:47:27.054742
2 Bed Apartment with En Suite in Kilimani,"KSh 6,000,000",Kilimani,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4016350,2026-06-26T20:47:27.140329
3 Bed Apartment with En Suite in Kilimani,"KSh 9,000,000",Kilimani,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4016352,2026-06-26T20:47:27.220050
2 Bed Apartment with En Suite in Lavington,"KSh 13,200,000",Lavington,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4017102,2026-06-26T20:47:27.297947
1 Bed Apartment with En Suite in Kilimani,"KSh 15,600,000",Kilimani,1 Bedrooms,,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4017096,2026-06-26T20:47:27.368770
1 Bed Apartment with En Suite in Kileleshwa,"KSh 5,000,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4017108,2026-06-26T20:47:27.445356
Serviced 2 Bed Apartment with En Suite in Kileleshwa,"KSh 7,400,000",Kileleshwa,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4017104,2026-06-26T20:47:27.521192
3 Bed Apartment with En Suite in Lavington,"KSh 10,000,000",Lavington,3 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4015454,2026-06-26T20:47:58.907268
2 Bed Apartment with En Suite in Lavington,"KSh 6,000,000",Lavington,2 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4015450,2026-06-26T20:47:58.987529
1 Bed Apartment with En Suite in Lavington,"KSh 3,000,000",Lavington,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4015445,2026-06-26T20:47:59.068544
4 Bed Apartment with En Suite in Kileleshwa,"KSh 13,500,000",Kileleshwa,4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4015459,2026-06-26T20:47:59.144463
3 Bed Apartment with En Suite in Kileleshwa,"KSh 10,000,000",Kileleshwa,3 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4015452,2026-06-26T20:47:59.221687
2 Bed Apartment with En Suite in Kileleshwa,"KSh 6,000,000",Kileleshwa,2 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4015449,2026-06-26T20:47:59.299270
1 Bed Apartment with En Suite in Kileleshwa,"KSh 3,000,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4015444,2026-06-26T20:47:59.377491
2 Bed Apartment with En Suite in Kileleshwa,"KSh 6,000,000",Kileleshwa,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4016548,2026-06-26T20:48:29.967940
1 Bed Apartment with En Suite in Kileleshwa,"KSh 3,000,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4016543,2026-06-26T20:48:30.049333
4 Bed Apartment with En Suite in Lavington,"KSh 13,000,000",Lavington,4 Bedrooms,5 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4016530,2026-06-26T20:48:30.127610
3 Bed Apartment with En Suite in Lavington,"KSh 9,000,000",Lavington,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4016523,2026-06-26T20:48:30.207352
2 Bed Apartment with En Suite in Lavington,"KSh 6,000,000",Lavington,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4016517,2026-06-26T20:48:30.294412
1 Bed Apartment with En Suite in Lavington,"KSh 3,000,000",Lavington,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4016513,2026-06-26T20:48:30.376666
4 Bed Apartment with En Suite in Kileleshwa,"KSh 13,000,000",Kileleshwa,4 Bedrooms,5 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4016556,2026-06-26T20:48:30.454776
4 Bed Apartment with En Suite in Westlands Area,"KSh 17,900,000","Westlands Area, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4015211,2026-06-26T20:49:00.236458
3 Bed Apartment with En Suite in Westlands Area,"KSh 11,000,000","Westlands Area, Westlands",3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4016123,2026-06-26T20:49:00.358816
3 Bed Apartment with En Suite in Westlands Area,"KSh 11,000,000","Westlands Area, Westlands",3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4015205,2026-06-26T20:49:00.437359
2 Bed Apartment with En Suite in Westlands Area,"KSh 7,000,000","Westlands Area, Westlands",2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4016122,2026-06-26T20:49:00.513887
1 Bed Apartment with En Suite in Westlands Area,"KSh 4,000,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4016114,2026-06-26T20:49:00.594927
1 Bed Apartment with En Suite in Westlands Area,"KSh 4,000,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4016113,2026-06-26T20:49:00.687100
4 Bed Apartment with En Suite in Westlands Area,"KSh 18,000,000","Westlands Area, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4016948,2026-06-26T20:49:00.769691
4 Bed Apartment with En Suite at General Mathenge Road,"KSh 50,000,000","Westlands Area, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4006215,2026-06-26T20:49:31.556321
4 Bed Apartment with En Suite in Kilimani,"KSh 13,000,000",Kilimani,4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4013254,2026-06-26T20:49:31.638621
4 Bed Apartment with En Suite in Westlands Area,"KSh 17,900,000","Westlands Area, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4013276,2026-06-26T20:49:31.719137
3 Bed Apartment with En Suite in Westlands Area,"KSh 11,000,000","Westlands Area, Westlands",3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4013268,2026-06-26T20:49:31.806828
4 Bed Apartment with En Suite in Westlands Area,"KSh 18,000,000","Westlands Area, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4016984,2026-06-26T20:49:31.887513
4 Bed Apartment with En Suite in Lavington,"KSh 13,500,000",Lavington,4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4016983,2026-06-26T20:49:31.972328
4 Bed Apartment with En Suite in Kileleshwa,"KSh 13,500,000",Kileleshwa,4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4016982,2026-06-26T20:49:32.050994
2 Bed Apartment with En Suite in Kilimani,"KSh 6,000,000",Kilimani,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4013240,2026-06-26T20:50:03.403470
1 Bed Apartment with En Suite in Kilimani,"KSh 3,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4013235,2026-06-26T20:50:03.485031
1 Bed Apartment with En Suite in Kilimani,"KSh 3,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4013232,2026-06-26T20:50:03.561542
2 Bed Apartment with En Suite in Kilimani,"KSh 6,000,000",Kilimani,2 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4016969,2026-06-26T20:50:03.638970
1 Bed Apartment with En Suite in Lavington,"KSh 3,000,000",Lavington,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4016966,2026-06-26T20:50:03.727882
1 Bed Apartment with En Suite in Kileleshwa,"KSh 3,000,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4016964,2026-06-26T20:50:03.848043
1 Bed Apartment with En Suite in Kilimani,"KSh 3,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4016963,2026-06-26T20:50:03.930911
4 Bed Apartment with En Suite in Kilimani,"KSh 13,000,000",Kilimani,4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4015647,2026-06-26T20:50:34.657320
4 Bed Apartment with En Suite in Kilimani,"KSh 13,000,000",Kilimani,4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4016109,2026-06-26T20:50:34.738422
4 Bed Apartment with En Suite in Kileleshwa,"KSh 13,000,000",Kileleshwa,4 Bedrooms,5 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4016428,2026-06-26T20:50:34.816841
4 Bed Apartment with En Suite in Kileleshwa,"KSh 13,000,000",Kileleshwa,4 Bedrooms,5 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4016222,2026-06-26T20:50:34.895222
1 Bed Apartment with En Suite in Kileleshwa,"KSh 3,000,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4016214,2026-06-26T20:50:34.974476
1 Bed Apartment with En Suite in Kileleshwa,"KSh 3,000,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4016419,2026-06-26T20:50:35.053759
4 Bed Apartment with En Suite in Westlands Area,"KSh 18,000,000","Westlands Area, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4016927,2026-06-26T20:50:35.131052
2 Bed Apartment with En Suite in Kilimani,"KSh 6,000,000",Kilimani,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4015641,2026-06-26T20:51:06.785282
2 Bed Apartment with En Suite in Kilimani,"KSh 7,000,000",Kilimani,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4015640,2026-06-26T20:51:06.867732
1 Bed Apartment with En Suite in Kilimani,"KSh 3,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4015160,2026-06-26T20:51:06.948479
3 Bed Apartment with En Suite in Lavington,"KSh 10,000,000",Lavington,3 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4016919,2026-06-26T20:51:07.034104
1 Bed Apartment with En Suite in Kilimani,"KSh 3,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4015159,2026-06-26T20:51:07.121662
3 Bed Apartment with En Suite in Kileleshwa,"KSh 10,000,000",Kileleshwa,3 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4016917,2026-06-26T20:51:07.220178
2 Bed Apartment with En Suite at Westlands,"KSh 14,100,000","Westlands Area, Westlands",2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4016928,2026-06-26T20:51:07.308699
3 Bed Apartment with En Suite in Kilimani,"KSh 9,000,000",Kilimani,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4014391,2026-06-26T20:51:39.431926
4 Bed Apartment with En Suite in Kilimani,"KSh 13,000,000",Kilimani,4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4013252,2026-06-26T20:51:39.518250
4 Bed Apartment with En Suite in Westlands Area,"KSh 17,900,000","Westlands Area, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4014421,2026-06-26T20:51:39.597320
3 Bed Apartment with En Suite in Westlands Area,"KSh 11,000,000","Westlands Area, Westlands",3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4014411,2026-06-26T20:51:39.675258
2 Bed Apartment with En Suite in Westlands Area,"KSh 7,000,000","Westlands Area, Westlands",2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4013263,2026-06-26T20:51:39.753090
6 Bed Apartment with En Suite at General Mathenge,"KSh 73,000,000","General Mathenge, Westlands",6 Bedrooms,6 Bathrooms,https://www.buyrentkenya.com/listings/6-bedroom-apartment-for-sale-general-mathenge-4016894,2026-06-26T20:51:39.831647
2 Bed Apartment with En Suite in Westlands Area,"KSh 7,000,000","Westlands Area, Westlands",2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4014407,2026-06-26T20:51:39.909796
1 Bed Apartment with En Suite in Kileleshwa,"KSh 3,000,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4016820,2026-06-26T20:52:13.370130
1 Bed Apartment with En Suite in Kilimani,"KSh 3,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4016818,2026-06-26T20:52:13.450164
4 Bed Apartment with En Suite in Kilimani,"KSh 13,000,000",Kilimani,4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4015177,2026-06-26T20:52:13.527948
3 Bed Apartment with En Suite in Kilimani,"KSh 9,000,000",Kilimani,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4015169,2026-06-26T20:52:13.606938
2 Bed Apartment with En Suite in Kilimani,"KSh 6,000,000",Kilimani,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4015165,2026-06-26T20:52:13.683235
2 Bed Apartment with En Suite in Kilimani,"KSh 6,000,000",Kilimani,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4015163,2026-06-26T20:52:13.760155
1 Bed Apartment with En Suite in Kilimani,"KSh 3,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4016093,2026-06-26T20:52:13.837069
3 Bed Apartment with En Suite in Kileleshwa,"KSh 9,000,000",Kileleshwa,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4016427,2026-06-26T20:52:45.159476
1 Bed Apartment with En Suite in Kileleshwa,"KSh 3,000,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4016215,2026-06-26T20:52:45.241839
2 Bed Apartment with En Suite in Kileleshwa,"KSh 6,000,000",Kileleshwa,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4016217,2026-06-26T20:52:45.321910
4 Bed Apartment with En Suite in Lavington,"KSh 13,000,000",Lavington,4 Bedrooms,5 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4016213,2026-06-26T20:52:45.401571
3 Bed Apartment with En Suite in Lavington,"KSh 9,000,000",Lavington,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4016211,2026-06-26T20:52:45.480142
2 Bed Apartment with En Suite in Lavington,"KSh 6,000,000",Lavington,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4016207,2026-06-26T20:52:45.557728
1 Bed Apartment with En Suite in Lavington,"KSh 3,000,000",Lavington,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4016205,2026-06-26T20:52:45.636635
4 Bed Apartment with En Suite in Lavington,"KSh 13,000,000",Lavington,4 Bedrooms,5 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4016566,2026-06-26T20:53:16.551525
4 Bed Apartment with En Suite in Kileleshwa,"KSh 13,000,000",Kileleshwa,4 Bedrooms,5 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kileleshwa-4016576,2026-06-26T20:53:16.632598
3 Bed Apartment with En Suite in Kileleshwa,"KSh 9,000,000",Kileleshwa,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4016575,2026-06-26T20:53:16.709695
2 Bed Apartment with En Suite in Kileleshwa,"KSh 6,000,000",Kileleshwa,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4016574,2026-06-26T20:53:16.786875
1 Bed Apartment with En Suite in Kileleshwa,"KSh 3,000,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4016571,2026-06-26T20:53:16.864818
4 Bed Apartment with En Suite in Westlands Area,"KSh 18,000,000","Westlands Area, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4016816,2026-06-26T20:53:16.942342
4 Bed Apartment with En Suite in Lavington,"KSh 13,500,000",Lavington,4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4016814,2026-06-26T20:53:17.021735
2 Bed Apartment with En Suite in Westlands Area,"KSh 7,000,000","Westlands Area, Westlands",2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4011810,2026-06-26T20:53:49.805312
3 Bed Apartment with En Suite in Westlands Area,"KSh 11,000,000","Westlands Area, Westlands",3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4013266,2026-06-26T20:53:49.884322
4 Bed Apartment with En Suite in Westlands Area,"KSh 17,900,000","Westlands Area, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4013274,2026-06-26T20:53:49.961241
